method,eqid,n_stations,n_observations,log_likelihood,fit_success,nearest_psd_used,min_eigenvalue_before_repair
IOX full semivariogram,127,147,1211,-681.551100631966,True,False,0.0066122677419855
SBSS semivariogram,127,147,1211,-571.9344613817532,True,False,0.0008390501754021
Multivariate Matern semivariogram,127,147,1211,-609.6656405258955,True,False,0.0011402634827882
IOX full semivariogram,1014,139,1236,-684.1302771491315,True,False,0.0066849043902858
SBSS semivariogram,1014,139,1236,-533.6816468784859,True,False,0.0010716335939188
Multivariate Matern semivariogram,1014,139,1236,-602.1503362739256,True,False,0.0014008809959154
IOX full semivariogram,1021,138,1037,-410.2037813349143,True,False,0.0068524642699997
SBSS semivariogram,1021,138,1037,-305.82093979782087,True,False,0.0013370836606323
Multivariate Matern semivariogram,1021,138,1037,-335.6574322149415,True,False,0.0016919058788647
IOX full semivariogram,1051,134,977,-534.7987713262096,True,False,0.007362685008702
SBSS semivariogram,1051,134,977,-430.1775543797035,True,False,0.0017816019379838
Multivariate Matern semivariogram,1051,134,977,-466.6213799249617,True,False,0.0022215296566922
IOX full semivariogram,1003,126,1043,-599.2934725434509,True,False,0.0065787619769609
SBSS semivariogram,1003,126,1043,-570.84441143749,True,False,0.0006465174703005
Multivariate Matern semivariogram,1003,126,1043,-582.3778161291266,True,False,0.0008941752120517
IOX full semivariogram,1012,126,1125,-642.9680596078762,True,False,0.0066847892267087
SBSS semivariogram,1012,126,1125,-515.01702663841,True,False,0.0010687768933677
Multivariate Matern semivariogram,1012,126,1125,-566.6346478164753,True,False,0.0014006071177281
IOX full semivariogram,179,125,1081,-886.6108281995392,True,False,0.0066081948578545
SBSS semivariogram,179,125,1081,-965.752614279896,True,False,0.0008123402594037
Multivariate Matern semivariogram,179,125,1081,-901.2603154895908,True,False,0.0011122443509715
IOX full semivariogram,158,125,1122,-570.233837649438,True,False,0.0069610748474973
SBSS semivariogram,158,125,1122,-499.7641879544509,True,False,0.0014639833361982
Multivariate Matern semivariogram,158,125,1122,-529.379448072797,True,False,0.0018510902216169
IOX full semivariogram,1015,122,1064,-610.2370017461326,True,False,0.0067113806419975
SBSS semivariogram,1015,122,1064,-515.2722500475611,True,False,0.0010996782130409
Multivariate Matern semivariogram,1015,122,1064,-551.9483902908341,True,False,0.0014333543158724
IOX full semivariogram,1101,119,831,-432.5447945102852,True,False,0.0073607360634092
SBSS semivariogram,1101,119,831,-370.33928300564986,True,False,0.0017972635997122
Multivariate Matern semivariogram,1101,119,831,-388.2933455507111,True,False,0.0022463097107175
IOX full semivariogram,1016,118,1052,-625.8699127309956,True,False,0.0072709598333172
SBSS semivariogram,1016,118,1052,-524.6864345727763,True,False,0.0017134512722051
Multivariate Matern semivariogram,1016,118,1052,-563.3391309547223,True,False,0.0021408587324976
IOX full semivariogram,167,118,879,-410.3226265900361,True,False,0.00660009480052
SBSS semivariogram,167,118,879,-349.4340092669039,True,False,0.000774068156578
Multivariate Matern semivariogram,167,118,879,-372.6253776593812,True,False,0.0010424110070048
IOX full semivariogram,1006,118,1025,-577.0514311127104,True,False,0.0093007289119021
SBSS semivariogram,1006,118,1025,-618.1971556655355,True,False,0.0023551240545182
Multivariate Matern semivariogram,1006,118,1025,-589.1259749383631,True,False,0.0029996667013135
IOX full semivariogram,1125,117,788,-347.953678111894,True,False,0.0073570204844793
SBSS semivariogram,1125,117,788,-253.8579489069093,True,False,0.0017954539293363
Multivariate Matern semivariogram,1125,117,788,-289.01614184585674,True,False,0.0022493061152474
IOX full semivariogram,1060,112,832,-518.8433692519212,True,False,0.0073594401562191
SBSS semivariogram,1060,112,832,-471.3538256205589,True,False,0.0017953420207787
Multivariate Matern semivariogram,1060,112,832,-482.1674806581538,True,False,0.0022421240831433
IOX full semivariogram,1138,111,750,-360.7727766232516,True,False,0.0074079411808662
SBSS semivariogram,1138,111,750,-277.6249683497342,True,False,0.0018113712271322
Multivariate Matern semivariogram,1138,111,750,-301.6077585129044,True,False,0.002264764326626
IOX full semivariogram,1023,110,826,-467.1988740330293,True,False,0.0070873280471114
SBSS semivariogram,1023,110,826,-369.294465818069,True,False,0.0015714448150802
Multivariate Matern semivariogram,1023,110,826,-403.9235226313708,True,False,0.0019703298950313
IOX full semivariogram,1050,109,810,-361.7934248296496,True,False,0.0074102079958913
SBSS semivariogram,1050,109,810,-277.33379862518905,True,False,0.00181182912517
Multivariate Matern semivariogram,1050,109,810,-305.348300552101,True,False,0.0022655517655036
IOX full semivariogram,1007,107,929,-543.3345874488275,True,False,0.0069738605338057
SBSS semivariogram,1007,107,929,-546.1414758275719,True,False,0.0014879912768433
Multivariate Matern semivariogram,1007,107,929,-526.116766882121,True,False,0.001867271951479
IOX full semivariogram,113,106,808,-480.3562569390321,True,False,0.0066424542925015
SBSS semivariogram,113,106,808,-454.66142718206646,True,False,0.0009388023037846
Multivariate Matern semivariogram,113,106,808,-451.3658200204205,True,False,0.0012292021764612
IOX full semivariogram,1066,106,935,-527.8567391949559,True,False,0.0091411319479245
SBSS semivariogram,1066,106,935,-485.3023856924651,True,False,0.0023157729893039
Multivariate Matern semivariogram,1066,106,935,-489.8957014963656,True,False,0.0029450099527075
IOX full semivariogram,1035,105,789,-494.9095102544146,True,False,0.0067095531203466
SBSS semivariogram,1035,105,789,-685.5880387334084,True,False,0.0011216308467392
Multivariate Matern semivariogram,1035,105,789,-553.089878581339,True,False,0.0014387375523538
IOX full semivariogram,1059,104,768,-375.7350615623875,True,False,0.0068449925532228
SBSS semivariogram,1059,104,768,-314.6396557532838,True,False,0.001373334383205
Multivariate Matern semivariogram,1059,104,768,-326.8541830143929,True,False,0.0017324493347892
IOX full semivariogram,1170,104,686,-469.2273527337577,True,False,0.0073558252093952
SBSS semivariogram,1170,104,686,-511.072989084807,True,False,0.0017950927048065
Multivariate Matern semivariogram,1170,104,686,-486.4523207514264,True,False,0.0022440582113094
IOX full semivariogram,1046,101,751,-339.17500280117963,True,False,0.0073432426035285
SBSS semivariogram,1046,101,751,-283.09372088346385,True,False,0.0017751396764618
Multivariate Matern semivariogram,1046,101,751,-300.3117165840303,True,False,0.0022164172345482
IOX full semivariogram,1079,100,697,-407.62076751118815,True,False,0.0076512576815128
SBSS semivariogram,1079,100,697,-341.25700182510565,True,False,0.0019321139541197
Multivariate Matern semivariogram,1079,100,697,-360.6513869511289,True,False,0.0024182910383748
IOX full semivariogram,1008,97,762,-291.9441977418802,True,False,0.0077561381232574
SBSS semivariogram,1008,97,762,-227.77687892566277,True,False,0.001969555797492
Multivariate Matern semivariogram,1008,97,762,-249.1392801839501,True,False,0.002464686421727
IOX full semivariogram,1096,96,664,-351.14951628030377,True,False,0.0073608660750459
SBSS semivariogram,1096,96,664,-292.95367263756583,True,False,0.0017973221138997
Multivariate Matern semivariogram,1096,96,664,-311.8076430538776,True,False,0.0022466024140092
IOX full semivariogram,1064,95,829,-519.2249309753829,True,False,0.0098855276531117
SBSS semivariogram,1064,95,829,-514.1452238495,True,False,0.0024462940516916
Multivariate Matern semivariogram,1064,95,829,-497.38097226141184,True,False,0.0031462223969963
IOX full semivariogram,1130,93,617,-379.3839436115841,True,False,0.0076649144433473
SBSS semivariogram,1130,93,617,-318.7464478730822,True,False,0.0019326709114546
Multivariate Matern semivariogram,1130,93,617,-340.6141626272421,True,False,0.0024943006989104
IOX full semivariogram,1038,89,788,-424.022367618753,True,False,0.0080217022122061
SBSS semivariogram,1038,89,788,-374.1712196351533,True,False,0.0020357274102786
Multivariate Matern semivariogram,1038,89,788,-396.7978365411352,True,False,0.0025571906714837
IOX full semivariogram,1070,88,611,-307.05674221917445,True,False,0.0076665366118477
SBSS semivariogram,1070,88,611,-242.4212602711804,True,False,0.0019389988957338
Multivariate Matern semivariogram,1070,88,611,-266.2346250345565,True,False,0.0024464417992136
IOX full semivariogram,1098,88,613,-281.3138476558102,True,False,0.0076167911563227
SBSS semivariogram,1098,88,613,-222.7010275346956,True,False,0.0019184160676446
Multivariate Matern semivariogram,1098,88,613,-240.56013985143164,True,False,0.0024351767272624
IOX full semivariogram,1069,87,601,-338.1429717872622,True,False,0.0075413071816174
SBSS semivariogram,1069,87,601,-269.1759191766916,True,False,0.0018940700218569
Multivariate Matern semivariogram,1069,87,601,-298.3621091709732,True,False,0.0023672852816539
IOX full semivariogram,1025,86,650,-358.16948541560083,True,False,0.007174586633794
SBSS semivariogram,1025,86,650,-339.0491821676864,True,False,0.0016421968498689
Multivariate Matern semivariogram,1025,86,650,-336.0330869305233,True,False,0.0020515244915638
IOX full semivariogram,1075,86,715,-402.2166263574719,True,False,0.0099005791530325
SBSS semivariogram,1075,86,715,-346.2777209720059,True,False,0.0024487678660195
Multivariate Matern semivariogram,1075,86,715,-371.9739936022695,True,False,0.0031508074189654
IOX full semivariogram,1020,85,594,-367.59224804037615,True,False,0.0107607593522458
SBSS semivariogram,1020,85,594,-438.253536282165,True,False,0.0025878819647495
Multivariate Matern semivariogram,1020,85,594,-387.6184528394165,True,False,0.0033727804910574
IOX full semivariogram,170,85,741,-423.0773215351719,True,False,0.0065950992897045
SBSS semivariogram,170,85,741,-355.0666921308734,True,False,0.0007596664296167
Multivariate Matern semivariogram,170,85,741,-383.13493291514266,True,False,0.0010299354990619
IOX full semivariogram,1108,85,590,-552.7587531633935,True,False,0.0065794425464948
SBSS semivariogram,1108,85,590,-1000.2814224363652,True,False,0.0006497089548834
Multivariate Matern semivariogram,1108,85,590,-707.4679917359223,True,False,0.0008992115218126
IOX full semivariogram,1113,85,593,-440.089553089166,True,False,0.0071799065097828
SBSS semivariogram,1113,85,593,-472.7121985698548,True,False,0.0016530636521103
Multivariate Matern semivariogram,1113,85,593,-454.2696361566023,True,False,0.0020699924749569
IOX full semivariogram,1152,84,587,-323.225603769495,True,False,0.0065794183414696
SBSS semivariogram,1152,84,587,-371.0876712742538,True,False,0.0006497095119271
Multivariate Matern semivariogram,1152,84,587,-334.5810781836769,True,False,0.0008992125277159
IOX full semivariogram,1022,84,634,-237.34063389772825,True,False,0.0077325792250858
SBSS semivariogram,1022,84,634,-175.38192685077152,True,False,0.0019574241129298
Multivariate Matern semivariogram,1022,84,634,-198.79052475881272,True,False,0.0024512482483895
IOX full semivariogram,1186,83,636,-334.13013080437906,True,False,0.0104408696564421
SBSS semivariogram,1186,83,636,-271.70037007188705,True,False,0.0025167065283672
Multivariate Matern semivariogram,1186,83,636,-294.0945474067228,True,False,0.0032949003405746
IOX full semivariogram,1031,82,678,-320.87424930020245,True,False,0.0075461078449611
SBSS semivariogram,1031,82,678,-255.5885019735984,True,False,0.0018951063843687
Multivariate Matern semivariogram,1031,82,678,-281.072359770653,True,False,0.002368943478208
IOX full semivariogram,1140,80,548,-431.71582880169296,True,False,0.0101673107049456
SBSS semivariogram,1140,80,548,-506.05430758268494,True,False,0.0025250475153025
Multivariate Matern semivariogram,1140,80,548,-455.5752160874383,True,False,0.0032544858416805
IOX full semivariogram,1137,77,527,-309.3871181268986,True,False,0.0073881693956857
SBSS semivariogram,1137,77,527,-256.0326308105535,True,False,0.00180583410147
Multivariate Matern semivariogram,1137,77,527,-279.3709740299477,True,False,0.0022573182606711
IOX full semivariogram,1123,77,514,-315.7170659476103,True,False,0.0067001033724112
SBSS semivariogram,1123,77,514,-304.1236522572912,True,False,0.0010899688175748
Multivariate Matern semivariogram,1123,77,514,-304.1066994430839,True,False,0.0014054892078237
IOX full semivariogram,125,76,672,-319.3780132472042,True,False,0.0069095545742834
SBSS semivariogram,125,76,672,-269.1051938325108,True,False,0.0013908546769662
Multivariate Matern semivariogram,125,76,672,-287.3054091138528,True,False,0.0017662370131328
IOX full semivariogram,1032,76,575,-399.4934433232508,True,False,0.0069808056421898
SBSS semivariogram,1032,76,575,-561.3544134584324,True,False,0.0014777859560399
Multivariate Matern semivariogram,1032,76,575,-477.0780241293261,True,False,0.0018543608977031
IOX full semivariogram,281,76,673,-483.5234833073949,True,False,0.0068440198885938
SBSS semivariogram,281,76,673,-447.4105317098456,True,False,0.0013080719854541
Multivariate Matern semivariogram,281,76,673,-469.8232435879742,True,False,0.0016709060708827
IOX full semivariogram,346,76,666,-467.15633225317646,True,False,0.0070363448618795
SBSS semivariogram,346,76,666,-436.10851257346167,True,False,0.0015502613000138
Multivariate Matern semivariogram,346,76,666,-441.2305731905857,True,False,0.0019522604643998
IOX full semivariogram,1044,74,518,-288.52366494766324,True,False,0.0081478966146322
SBSS semivariogram,1044,74,518,-233.54605006098447,True,False,0.0020833361871208
Multivariate Matern semivariogram,1044,74,518,-247.7774691913396,True,False,0.0026198735691761
IOX full semivariogram,1128,74,625,-394.98789141765394,True,False,0.0099384443989148
SBSS semivariogram,1128,74,625,-367.041031039938,True,False,0.0024525533564348
Multivariate Matern semivariogram,1128,74,625,-373.3775794931348,True,False,0.0031684290969164
IOX full semivariogram,1043,73,511,-195.3421430340053,True,False,0.0075138619746464
SBSS semivariogram,1043,73,511,-143.94588724968648,True,False,0.0018853209341217
Multivariate Matern semivariogram,1043,73,511,-156.61698008199014,True,False,0.0023556781870622
IOX full semivariogram,1095,71,496,-280.84152052864886,True,False,0.0114390795641623
SBSS semivariogram,1095,71,496,-269.75477902987507,True,False,0.0026594920027415
Multivariate Matern semivariogram,1095,71,496,-262.5010793949032,True,False,0.0035584987220998
IOX full semivariogram,1030,70,529,-215.65534536880227,True,False,0.0077650945224529
SBSS semivariogram,1030,70,529,-161.77208198333238,True,False,0.0019885198790556
Multivariate Matern semivariogram,1030,70,529,-177.92173187975507,True,False,0.0024830463218735
IOX full semivariogram,1054,70,490,-283.76133078764195,True,False,0.0086486201797583
SBSS semivariogram,1054,70,490,-286.8727700503157,True,False,0.0022185029150927
Multivariate Matern semivariogram,1054,70,490,-273.29856784426033,True,False,0.0028069189038755
IOX full semivariogram,118,70,613,-405.4733724119848,True,False,0.006688308882613
SBSS semivariogram,118,70,613,-402.0703713841722,True,False,0.0010422281737683
Multivariate Matern semivariogram,118,70,613,-404.590414188442,True,False,0.0013686193819361
IOX full semivariogram,114,69,479,-205.16693683323484,True,False,0.0077720988016915
SBSS semivariogram,114,69,479,-163.30608944410315,True,False,0.0019842623096438
Multivariate Matern semivariogram,114,69,479,-182.22977113626536,True,False,0.002484143475104
IOX full semivariogram,1103,69,481,-380.1008028760168,True,False,0.006579414474656
SBSS semivariogram,1103,69,481,-531.3658210071137,True,False,0.0006497087779629
Multivariate Matern semivariogram,1103,69,481,-441.54429640542384,True,False,0.0008992112409666
IOX full semivariogram,1160,68,467,-264.65054939981087,True,False,0.007947944739801
SBSS semivariogram,1160,68,467,-254.67911825927612,True,False,0.0020481335633218
Multivariate Matern semivariogram,1160,68,467,-243.4107043540296,True,False,0.0025678507055553
IOX full semivariogram,1086,68,525,-376.2978995346766,True,False,0.007254577641881
SBSS semivariogram,1086,68,525,-432.5111150485899,True,False,0.0016818233382474
Multivariate Matern semivariogram,1086,68,525,-403.6530815411074,True,False,0.0021065736674126
IOX full semivariogram,1049,67,467,-246.3182867480469,True,False,0.0071254485001663
SBSS semivariogram,1049,67,467,-206.83003425600452,True,False,0.0016041358301598
Multivariate Matern semivariogram,1049,67,467,-224.00309247873844,True,False,0.0020108532353274
IOX full semivariogram,1094,66,462,-265.524148287697,True,False,0.0131752548424464
SBSS semivariogram,1094,66,462,-245.4142664471673,True,False,0.0028140147602798
Multivariate Matern semivariogram,1094,66,462,-248.57869135676052,True,False,0.0038635674865042
IOX full semivariogram,177,65,581,-291.7272466266446,True,False,0.0066697233890242
SBSS semivariogram,177,65,581,-241.26305184425928,True,False,0.0009961319343315
Multivariate Matern semivariogram,177,65,581,-257.4970106157359,True,False,0.001316707236413
IOX full semivariogram,1076,65,503,-351.91426524708703,True,False,0.0112656427789574
SBSS semivariogram,1076,65,503,-323.88277434572626,True,False,0.0026488867154842
Multivariate Matern semivariogram,1076,65,503,-337.5119665668255,True,False,0.0034808362796747
IOX full semivariogram,1135,65,446,-242.83240366195275,True,False,0.0082679048596254
SBSS semivariogram,1135,65,446,-296.47324776476074,True,False,0.0021036040571879
Multivariate Matern semivariogram,1135,65,446,-260.15207776088255,True,False,0.0026528772765579
IOX full semivariogram,1132,63,439,-257.1231542592395,True,False,0.0080050028891101
SBSS semivariogram,1132,63,439,-410.9851139313865,True,False,0.0020358305470876
Multivariate Matern semivariogram,1132,63,439,-314.09720516413057,True,False,0.0025570585805321
IOX full semivariogram,1178,62,434,-258.22718690953656,True,False,0.0140463602600176
SBSS semivariogram,1178,62,434,-278.609120793831,True,False,0.0028748526682637
Multivariate Matern semivariogram,1178,62,434,-256.64312691597405,True,False,0.0040566446029082
IOX full semivariogram,1062,62,481,-341.03330892873487,True,False,0.0099129744155225
SBSS semivariogram,1062,62,481,-366.438711957737,True,False,0.0024502572188673
Multivariate Matern semivariogram,1062,62,481,-351.02888898481314,True,False,0.0031538695469844
IOX full semivariogram,1110,61,426,-334.67222230865195,True,False,0.0099782123303515
SBSS semivariogram,1110,61,426,-407.211396370359,True,False,0.0024554901903862
Multivariate Matern semivariogram,1110,61,426,-368.0425622929081,True,False,0.0031768256988247
IOX full semivariogram,1013,61,425,-212.2630583565946,True,False,0.0087804658512167
SBSS semivariogram,1013,61,425,-209.55302630265484,True,False,0.0022685375829588
Multivariate Matern semivariogram,1013,61,425,-197.54403971064409,True,False,0.0028721150244536
IOX full semivariogram,1154,60,410,-303.97297375848177,True,False,0.0065794150771771
SBSS semivariogram,1154,60,410,-351.7611654439065,True,False,0.0006497090436297
Multivariate Matern semivariogram,1154,60,410,-315.26578215701403,True,False,0.0008992117780074
IOX full semivariogram,1134,60,417,-295.1245167084589,True,False,0.0072549377389694
SBSS semivariogram,1134,60,417,-438.2689570669901,True,False,0.0016822164554825
Multivariate Matern semivariogram,1134,60,417,-358.4865705535232,True,False,0.0021081488596081
IOX full semivariogram,1052,60,463,-516.5299654503665,True,False,0.0065787572853797
SBSS semivariogram,1052,60,463,-805.102937031271,True,False,0.0006465177482728
Multivariate Matern semivariogram,1052,60,463,-672.1641457582338,True,False,0.0008941757576698
IOX full semivariogram,151,59,349,-138.8017298548546,True,False,0.0066966385257996
SBSS semivariogram,151,59,349,-110.76383364637884,True,False,0.0010810925354186
Multivariate Matern semivariogram,151,59,349,-119.72169739486289,True,False,0.0014278969679863
IOX full semivariogram,1146,58,404,-336.6521802500948,True,False,0.0099131312871592
SBSS semivariogram,1146,58,404,-472.2385212896248,True,False,0.0024515196061206
Multivariate Matern semivariogram,1146,58,404,-384.6537647745888,True,False,0.0031619764616898
IOX full semivariogram,1097,56,385,-210.4627008803485,True,False,0.0081649637797393
SBSS semivariogram,1097,56,385,-169.6629636503709,True,False,0.00208486259604
Multivariate Matern semivariogram,1097,56,385,-182.3553970790388,True,False,0.0026233294274668
IOX full semivariogram,1081,55,379,-287.31031890852444,True,False,0.0081427588442735
SBSS semivariogram,1081,55,379,-294.73892772454286,True,False,0.0020800601974551
Multivariate Matern semivariogram,1081,55,379,-277.43514552854094,True,False,0.0026158116123951
IOX full semivariogram,1085,54,422,-330.2826952949772,True,False,0.0131013415378854
SBSS semivariogram,1085,54,422,-338.09820049280324,True,False,0.0028094035160156
Multivariate Matern semivariogram,1085,54,422,-333.8898242079276,True,False,0.0038367331993911
IOX full semivariogram,1068,53,475,-340.5036099142524,True,False,0.0116197159941049
SBSS semivariogram,1068,53,475,-331.63432423571527,True,False,0.0026483850645977
Multivariate Matern semivariogram,1068,53,475,-329.9513676536152,True,False,0.0035620915959278
IOX full semivariogram,1139,52,364,-312.0423292425094,True,False,0.0065794372684985
SBSS semivariogram,1139,52,364,-501.80828853549815,True,False,0.0006497090358478
Multivariate Matern semivariogram,1139,52,364,-397.3102601302256,True,False,0.0008992117859264
IOX full semivariogram,1033,51,357,-168.7587699978684,True,False,0.0070714866750217
SBSS semivariogram,1033,51,357,-131.56248322565693,True,False,0.0015587157288438
Multivariate Matern semivariogram,1033,51,357,-147.20097175001504,True,False,0.0019561796589504
IOX full semivariogram,1089,50,349,-334.2773567138045,True,False,0.0099838892650333
SBSS semivariogram,1089,50,349,-505.1983357884076,True,False,0.0024556694791876
Multivariate Matern semivariogram,1089,50,349,-369.3563002191984,True,False,0.0031767290662344
IOX full semivariogram,1264,50,347,-345.7079390413141,True,False,0.00657942945419
SBSS semivariogram,1264,50,347,-540.9034979456102,True,False,0.0006497090621292
Multivariate Matern semivariogram,1264,50,347,-420.5526864110881,True,False,0.0008992118351381
IOX full semivariogram,1131,50,340,-281.0638871261458,True,False,0.0065794170262347
SBSS semivariogram,1131,50,340,-459.0340789000674,True,False,0.0006497095687056
Multivariate Matern semivariogram,1131,50,340,-357.4733965340303,True,False,0.000899212656681
IOX full semivariogram,1053,50,350,-168.2416883326251,True,False,0.0131854165160247
SBSS semivariogram,1053,50,350,-134.8181571137585,True,False,0.0028145991111742
Multivariate Matern semivariogram,1053,50,350,-147.44856487247142,True,False,0.0038726126293522
IOX full semivariogram,1034,50,350,-205.6606348743948,True,False,0.0103541798419846
SBSS semivariogram,1034,50,350,-252.61426857901688,True,False,0.0025292420340476
Multivariate Matern semivariogram,1034,50,350,-202.86983307943208,True,False,0.0032831178376713
IOX full semivariogram,1190,49,343,-164.57300146463632,True,False,0.0144427364345165
SBSS semivariogram,1190,49,343,-133.6361148099999,True,False,0.002894213517711
Multivariate Matern semivariogram,1190,49,343,-144.33423553208593,True,False,0.0042024517027349
IOX full semivariogram,1163,49,341,-228.80327602022183,True,False,0.006581005886399
SBSS semivariogram,1163,49,341,-246.0431950118935,True,False,0.0006556977560356
Multivariate Matern semivariogram,1163,49,341,-226.118913988014,True,False,0.00091773855391
IOX full semivariogram,1099,48,333,-206.24485400112468,True,False,0.0081524443432834
SBSS semivariogram,1099,48,333,-174.66238300238217,True,False,0.0020836541073767
Multivariate Matern semivariogram,1099,48,333,-186.12258837159405,True,False,0.0026206618009617
IOX full semivariogram,1124,48,287,-156.89170048467255,True,False,0.0079034915641998
SBSS semivariogram,1124,48,287,-124.82879723663868,True,False,0.0019758947398401
Multivariate Matern semivariogram,1124,48,287,-133.12228777285415,True,False,0.0026905047840063
IOX full semivariogram,1161,48,285,-169.1050600736529,True,False,0.0087990473757732
SBSS semivariogram,1161,48,285,-167.10123459566918,True,False,0.0022727442615292
Multivariate Matern semivariogram,1161,48,285,-163.7329174865074,True,False,0.0029662123793365
IOX full semivariogram,274,47,421,-295.14508182165207,True,False,0.0067738598141272
SBSS semivariogram,274,47,421,-307.64187464649046,True,False,0.0012412219641291
Multivariate Matern semivariogram,274,47,421,-334.2275737259296,True,False,0.0015956613434284
IOX full semivariogram,1027,47,329,-161.50481228167172,True,False,0.0104094217922766
SBSS semivariogram,1027,47,329,-196.8460712255036,True,False,0.0025333541410086
Multivariate Matern semivariogram,1027,47,329,-157.5534217960969,True,False,0.003295735183299
IOX full semivariogram,1100,47,329,-158.33638574815689,True,False,0.0069813004252331
SBSS semivariogram,1100,47,329,-120.43011135355673,True,False,0.0014808032137177
Multivariate Matern semivariogram,1100,47,329,-132.60853147125286,True,False,0.0018628647916869
IOX full semivariogram,1048,46,322,-188.6555207482936,True,False,0.0146534028980184
SBSS semivariogram,1048,46,322,-191.63234956758836,True,False,0.0029152382059014
Multivariate Matern semivariogram,1048,46,322,-182.7642148604828,True,False,0.0041816798554493
IOX full semivariogram,126,45,315,-237.2372112940025,True,False,0.0082745536362896
SBSS semivariogram,126,45,315,-267.1975009914568,True,False,0.00213647865885
Multivariate Matern semivariogram,126,45,315,-249.7051003408571,True,False,0.0026923012331573
IOX full semivariogram,1107,44,307,-230.2315932834662,True,False,0.0065794167742002
SBSS semivariogram,1107,44,307,-339.9908649670321,True,False,0.0006497096348745
Multivariate Matern semivariogram,1107,44,307,-273.4515250895022,True,False,0.0008992128584104
IOX full semivariogram,1118,44,308,-212.76106585044667,True,False,0.0129974252015225
SBSS semivariogram,1118,44,308,-303.83943878741644,True,False,0.0027941905131905
Multivariate Matern semivariogram,1118,44,308,-242.11699551176815,True,False,0.0038216906957889
IOX full semivariogram,1166,43,299,-168.05875109699363,True,False,0.0085983600833391
SBSS semivariogram,1166,43,299,-149.16236032621455,True,False,0.0021962681293
Multivariate Matern semivariogram,1166,43,299,-156.11887097438296,True,False,0.002779749314072
IOX full semivariogram,1042,43,301,-160.7567753175033,True,False,0.0103803176855843
SBSS semivariogram,1042,43,301,-200.54979709393484,True,False,0.0025453885987883
Multivariate Matern semivariogram,1042,43,301,-185.1443734428068,True,False,0.0032956541822409
IOX full semivariogram,1216,43,257,-158.08188988916245,True,False,0.0087393112688438
SBSS semivariogram,1216,43,257,-181.6342376598378,True,False,0.002267128424715
Multivariate Matern semivariogram,1216,43,257,-170.8652167926531,True,False,0.0029561972762444
IOX full semivariogram,1091,43,299,-220.36878372441245,True,False,0.0126006260782904
SBSS semivariogram,1091,43,299,-269.1204181138032,True,False,0.0027477067348144
Multivariate Matern semivariogram,1091,43,299,-243.2291427614908,True,False,0.0037751339978694
IOX full semivariogram,1061,43,301,-174.31935155901482,True,False,0.0103011004615605
SBSS semivariogram,1061,43,301,-223.28888532018837,True,False,0.0025249732703255
Multivariate Matern semivariogram,1061,43,301,-194.39235358429707,True,False,0.0032702702247449
IOX full semivariogram,76,42,336,-129.86561424730462,True,False,0.0071788684873615
SBSS semivariogram,76,42,336,-105.50703003163984,True,False,0.0016995640472593
Multivariate Matern semivariogram,76,42,336,-114.99782903266254,True,False,0.0021187085934894
IOX full semivariogram,1156,42,292,-256.0126410005924,True,False,0.009982446732033
SBSS semivariogram,1156,42,292,-369.26333479681153,True,False,0.0024555748239027
Multivariate Matern semivariogram,1156,42,292,-302.4654786662359,True,False,0.0031777367226733
IOX full semivariogram,1151,42,294,-198.96820702695243,True,False,0.0115055212926278
SBSS semivariogram,1151,42,294,-295.53697039297833,True,False,0.0026417636414655
Multivariate Matern semivariogram,1151,42,294,-224.80653883384505,True,False,0.0035285376011796
IOX full semivariogram,1145,42,293,-196.76442684235144,True,False,0.0099863895540135
SBSS semivariogram,1145,42,293,-195.753774101171,True,False,0.0024556887033863
Multivariate Matern semivariogram,1145,42,293,-188.6657794760055,True,False,0.0031770737705597
IOX full semivariogram,1065,42,294,-219.05231315341396,True,False,0.0105104040886176
SBSS semivariogram,1065,42,294,-256.2380155872383,True,False,0.0025392332241649
Multivariate Matern semivariogram,1065,42,294,-226.854441293386,True,False,0.0033093370207419
IOX full semivariogram,30,41,287,-176.18407091769004,True,False,0.008711304486584
SBSS semivariogram,30,41,287,-166.3058344778105,True,False,0.0022420980412553
Multivariate Matern semivariogram,30,41,287,-169.19474430334046,True,False,0.0028434245592335
IOX full semivariogram,161,41,287,-135.7053240687645,True,False,0.0069714989624388
SBSS semivariogram,161,41,287,-103.05407069663326,True,False,0.0014943694327445
Multivariate Matern semivariogram,161,41,287,-118.63045268182066,True,False,0.001877930862635
IOX full semivariogram,1215,41,245,-209.06955677344328,True,False,0.0085851956494242
SBSS semivariogram,1215,41,245,-370.7136827625016,True,False,0.0022404827923496
Multivariate Matern semivariogram,1215,41,245,-323.46389913911094,True,False,0.0029131695710316
IOX full semivariogram,1087,40,240,-75.24510874728296,True,False,0.0067028944500644
SBSS semivariogram,1087,40,240,-44.81379917624574,True,False,0.0010936929287405
Multivariate Matern semivariogram,1087,40,240,-55.65810681140246,True,False,0.0014430329690915
Pairwise empirical semivariogram,278,542,4875,-3213174.450121304,True,True,-32.49153947863229
GH08 semivariogram,278,542,4875,-2101079.4125067564,True,True,-2.444826577541812
Pairwise empirical semivariogram,180,464,4176,-962778.9095067008,True,True,-27.992970218271974
GH08 semivariogram,180,464,4176,-1423720.2634535397,True,True,-2.1023357723526934
Pairwise empirical semivariogram,137,369,3302,-374737.467431633,True,True,-5.252291242664918
